State,County,Latitude ,Longitude ,Date,Time,Crime,Occurences
WY,Albany,41.293265,-105.590699,16-May-19,5:00am-5:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-May-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,18-May-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,19-May-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,24-May-19,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-May-19,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-May-19,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-May-19,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Jun-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Jun-19,2:00am-2:59am,Assault,2
WY,Albany,41.293265,-105.590699,5-Jun-19,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Jun-19,5:00am-5:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Jun-19,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,13-Jun-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Jun-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Jun-19,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,18-Jun-19,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,18-Jun-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Jun-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Jul-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,6-Jul-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,6-Jul-19,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-Jul-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Jul-19,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,25-Jul-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,29-Jul-19,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,30-Jul-19,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Aug-19,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,7-Aug-19,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,11-Aug-19,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Aug-19,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Aug-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Aug-19,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-Aug-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-Aug-19,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Aug-19,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Sep-19,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Sep-19,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Sep-19,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Sep-19,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,20-Sep-19,4:00am-4:59am,Assault,1
WY,Albany,41.293265,-105.590699,23-Sep-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Sep-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-Sep-19,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-Sep-19,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Sep-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Sep-19,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Sep-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Sep-19,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,29-Sep-19,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,1-Oct-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Oct-19,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Oct-19,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Oct-19,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,13-Oct-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Oct-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Oct-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,26-Oct-19,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Oct-19,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Oct-19,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-Oct-19,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,31-Oct-19,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,2-Nov-19,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,5-Nov-19,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Nov-19,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Nov-19,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Nov-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Nov-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Nov-19,5:00am-5:59am,Assault,1
WY,Albany,41.293265,-105.590699,10-Nov-19,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,13-Nov-19,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Nov-19,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,16-Nov-19,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Nov-19,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,19-Nov-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-Nov-19,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,20-Nov-19,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Nov-19,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,25-Nov-19,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Nov-19,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Nov-19,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-Nov-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-Nov-19,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,7-Dec-19,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Dec-19,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Dec-19,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,13-Dec-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,13-Dec-19,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,17-Dec-19,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,30-Dec-19,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,31-Dec-19,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Jan-20,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,5-Jan-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Jan-20,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Jan-20,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,13-Jan-20,6:00am-6:59am,Assault,1
WY,Albany,41.293265,-105.590699,20-Jan-20,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,25-Jan-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Jan-20,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Jan-20,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,27-Jan-20,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Jan-20,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Jan-20,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,31-Jan-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,10-Feb-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Feb-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Feb-20,7:00pm-7:59pm,Assault,2
WY,Albany,41.293265,-105.590699,14-Feb-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,16-Feb-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Feb-20,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,19-Feb-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-Feb-20,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,20-Feb-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,21-Feb-20,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Feb-20,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Feb-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,1-Mar-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-Mar-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Mar-20,11:00pm-11:59pm,Assault,2
WY,Albany,41.293265,-105.590699,11-Mar-20,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Mar-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,13-Mar-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Mar-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-Mar-20,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Mar-20,5:00am-5:59am,Assault,1
WY,Albany,41.293265,-105.590699,29-Mar-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Mar-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,2-Apr-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Apr-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Apr-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Apr-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,16-Apr-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,20-Apr-20,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,22-Apr-20,7:00am-7:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-Apr-20,6:00am-6:59am,Assault,1
WY,Albany,41.293265,-105.590699,30-Apr-20,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-Apr-20,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-May-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-May-20,5:00am-5:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-May-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-May-20,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-May-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-May-20,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-May-20,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,24-May-20,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-May-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-May-20,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-May-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-May-20,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,31-May-20,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,2-Jun-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,2-Jun-20,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Jun-20,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,13-Jun-20,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-Jun-20,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,26-Jun-20,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Jul-20,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,3-Jul-20,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Jul-20,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Jul-20,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,7-Jul-20,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Jul-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,11-Jul-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,12-Jul-20,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-Jul-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Jul-20,4:00am-4:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-Jul-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,19-Jul-20,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,22-Jul-20,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Jul-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Jul-20,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Jul-20,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Jul-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,30-Jul-20,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Sep-20,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,5-Sep-20,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Sep-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,6-Sep-20,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,6-Sep-20,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-Sep-20,6:00pm-6:59pm,Assault,2
WY,Albany,41.293265,-105.590699,11-Sep-20,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,12-Sep-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,20-Sep-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Sep-20,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Sep-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,27-Sep-20,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Oct-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Oct-20,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Oct-20,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-Oct-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Oct-20,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Oct-20,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,16-Oct-20,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,17-Oct-20,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,23-Oct-20,6:00am-6:59am,Assault,1
WY,Albany,41.293265,-105.590699,31-Oct-20,6:00pm-6:59pm,Assault,2
WY,Albany,41.293265,-105.590699,31-Oct-20,3:00pm-3:59pm,Assault,2
WY,Albany,41.293265,-105.590699,2-Jan-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Jan-21,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,11-Jan-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Jan-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Jan-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-Jan-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,21-Jan-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-Jan-21,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,25-Jan-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,30-Jan-21,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,31-Jan-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Feb-21,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,4-Feb-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Feb-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Feb-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Feb-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Feb-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,22-Feb-21,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,23-Feb-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Feb-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Feb-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,7-Mar-21,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-Mar-21,7:00am-7:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Mar-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Mar-21,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,13-Mar-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Mar-21,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Mar-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Mar-21,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-Mar-21,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,19-Mar-21,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,21-Mar-21,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,22-Mar-21,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-Mar-21,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,24-Mar-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Mar-21,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,30-Mar-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Apr-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Apr-21,10:00am-10:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-Apr-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Apr-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Apr-21,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Apr-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-May-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-May-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,7-May-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-May-21,4:00am-4:59am,Assault,1
WY,Albany,41.293265,-105.590699,14-May-21,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-May-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,23-May-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,24-May-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-May-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Jun-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,8-Jun-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Jun-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Jun-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Jun-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Jun-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Jun-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,21-Jun-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,22-Jun-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Jun-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Jun-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Jul-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,2-Jul-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,4-Jul-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Jul-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,10-Jul-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Jul-21,11:00pm-11:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Jul-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,17-Jul-21,2:00pm-2:59pm,Assault,1
WY,Albany,41.293265,-105.590699,18-Jul-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,24-Jul-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Jul-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Jul-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Jul-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Jul-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,31-Jul-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,3-Aug-21,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Aug-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,11-Aug-21,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Aug-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,20-Aug-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Aug-21,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Aug-21,5:00pm-5:59pm,Assault,1
WY,Albany,41.293265,-105.590699,31-Aug-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Sep-21,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Sep-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,9-Sep-21,8:00pm-8:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Sep-21,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,12-Sep-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Sep-21,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,17-Sep-21,11:00am-11:59am,Assault,2
WY,Albany,41.293265,-105.590699,20-Sep-21,12:00n-12:59pm,Assault,1
WY,Albany,41.293265,-105.590699,21-Sep-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,22-Sep-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,27-Sep-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,3-Oct-21,3:00am-3:59am,Assault,1
WY,Albany,41.293265,-105.590699,8-Oct-21,11:00am-11:59am,Assault,1
WY,Albany,41.293265,-105.590699,10-Oct-21,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,10-Oct-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Oct-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,16-Oct-21,8:00am-8:59am,Assault,1
WY,Albany,41.293265,-105.590699,23-Oct-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Oct-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Oct-21,3:00pm-3:59pm,Assault,1
WY,Albany,41.293265,-105.590699,26-Oct-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,28-Oct-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,29-Oct-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Nov-21,1:00am-1:59am,Assault,1
WY,Albany,41.293265,-105.590699,5-Nov-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Nov-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,6-Nov-21,2:00am-2:59am,Assault,1
WY,Albany,41.293265,-105.590699,7-Nov-21,12:00am-12:59am,Assault,1
WY,Albany,41.293265,-105.590699,9-Nov-21,4:00pm-4:59pm,Assault,1
WY,Albany,41.293265,-105.590699,10-Nov-21,10:00pm-10:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Nov-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,15-Nov-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,18-Nov-21,6:00pm-6:59pm,Assault,1
WY,Albany,41.293265,-105.590699,25-Nov-21,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,28-Nov-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,1-Dec-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,3-Dec-21,9:00pm-9:59pm,Assault,1
WY,Albany,41.293265,-105.590699,5-Dec-21,7:00pm-7:59pm,Assault,1
WY,Albany,41.293265,-105.590699,14-Dec-21,9:00am-9:59am,Assault,1
WY,Albany,41.293265,-105.590699,18-Dec-21,1:00pm-1:59pm,Assault,1
WY,Albany,41.293265,-105.590699,19-Dec-21,12:00n-12:59pm,Assault,1
